Name;NORAD_number;Revolution_number
STARLINK-5499;55764;12150.0
STARLINK-5595;55765;12145.0
STARLINK-5599;55766;12146.0
STARLINK-5606;55767;12151.0
STARLINK-5583;55768;12172.0
STARLINK-5584;55769;12145.0
STARLINK-5557;55770;12146.0
STARLINK-5591;55771;12146.0
STARLINK-5835;55772;12152.0
STARLINK-5833;55773;12150.0
STARLINK-5812;55774;12150.0
STARLINK-5809;55775;12145.0
STARLINK-5810;55776;12146.0
STARLINK-5814;55777;12140.0
STARLINK-5816;55778;12146.0
STARLINK-5817;55779;12199.0
STARLINK-5819;55780;12146.0
STARLINK-5820;55781;12146.0
STARLINK-5826;55782;12193.0
STARLINK-5825;55783;12201.0
STARLINK-5797;55784;12201.0
STARLINK-5818;55785;12197.0
STARLINK-5823;55786;12201.0
STARLINK-5811;55787;12197.0
STARLINK-5804;55788;12197.0
STARLINK-5815;55789;12194.0
STARLINK-5813;55790;12194.0
STARLINK-5807;55791;12194.0
ONEWEB-0530;55796;10905.0
ONEWEB-0534;55797;10903.0
ONEWEB-0556;55798;10903.0
ONEWEB-0562;55799;10902.0
ONEWEB-0563;55800;10829.0
ONEWEB-0564;55801;10905.0
ONEWEB-0638;55802;10681.0
ONEWEB-0639;55803;10611.0
ONEWEB-0640;55804;10683.0
ONEWEB-0641;55805;10612.0
ONEWEB-0642;55806;10611.0
ONEWEB-0643;55807;10680.0
ONEWEB-0644;55808;10611.0
ONEWEB-0645;55809;10611.0
ONEWEB-0646;55810;10607.0
ONEWEB-0648;55811;10755.0
ONEWEB-0649;55812;10610.0
ONEWEB-0650;55813;10682.0
ONEWEB-0652;55814;10678.0
ONEWEB-0653;55815;10681.0
ONEWEB-0654;55816;10680.0
ONEWEB-0656;55817;10831.0
ONEWEB-0657;55818;10609.0
ONEWEB-0658;55819;10610.0
ONEWEB-0660;55820;10756.0
ONEWEB-0661;55821;10680.0
ONEWEB-0662;55822;10759.0
ONEWEB-0663;55823;10827.0
ONEWEB-0664;55824;10902.0
ONEWEB-0665;55825;10682.0
ONEWEB-0666;55826;10828.0
ONEWEB-0667;55827;10827.0
ONEWEB-0669;55828;10827.0
ONEWEB-0670;55829;10684.0
ONEWEB-0671;55830;10611.0
ONEWEB-0672;55831;10901.0
ONEWEB-0673;55832;10611.0
ONEWEB-0674;55833;10754.0
ONEWEB-0675;55834;10613.0
ONEWEB-0720;55835;10677.0
TIANHUI 6A;55836;11138.0
TIANHUI 6B;55839;11138.0
LUCH-5X (OLYMP-K 2);55841;792.0
HORUS 2;55844;12058.0
SHIYAN-19 (SY-19);55861;12066.0
GAOFEN-13 02;55912;807.0
STARLINK-5856;55914;11912.0
STARLINK-5859;55915;11912.0
STARLINK-5796;55916;11843.0
STARLINK-5855;55917;11992.0
STARLINK-5867;55918;11843.0
STARLINK-5871;55919;587.0
STARLINK-5862;55920;11891.0
STARLINK-5861;55921;11843.0
STARLINK-5863;55922;11878.0
STARLINK-5854;55923;11843.0
STARLINK-5849;55924;11892.0
STARLINK-5922;55925;11879.0
STARLINK-5921;55926;11892.0
STARLINK-5919;55927;11839.0
STARLINK-5930;55928;11843.0
STARLINK-5896;55930;11927.0
STARLINK-5897;55931;11879.0
STARLINK-5848;55932;11980.0
STARLINK-5852;55933;11926.0
STARLINK-5927;55934;11892.0
STARLINK-5920;55935;11891.0
STARLINK-5882;55936;11941.0
STARLINK-5913;55937;11927.0
STARLINK-5909;55938;11892.0
STARLINK-5918;55939;11931.0
STARLINK-5864;55940;11927.0
STARLINK-5914;55941;11892.0
STARLINK-5917;55942;11893.0
STARLINK-5932;55943;11892.0
STARLINK-5926;55944;11926.0
STARLINK-5925;55945;11892.0
STARLINK-5857;55946;586.0
STARLINK-5851;55947;11892.0
STARLINK-5900;55948;11934.0
STARLINK-5899;55949;11941.0
STARLINK-5911;55950;11941.0
STARLINK-5908;55951;11912.0
STARLINK-5893;55952;11977.0
STARLINK-5889;55953;12009.0
STARLINK-5892;55954;11941.0
STARLINK-5878;55955;11980.0
STARLINK-5883;55956;11941.0
STARLINK-5884;55957;11941.0
STARLINK-5928;55958;11941.0
STARLINK-5929;55959;11975.0
STARLINK-5938;55960;11941.0
STARLINK-5933;55961;11980.0
STARLINK-5906;55962;11975.0
STARLINK-5924;55963;11941.0
STARLINK-5895;55964;11940.0
STARLINK-5894;55965;11941.0
SES-18;55970;810.0
SES-19;55971;805.0
TIANMU-1 03;55973;11925.0
TIANMU-1 04;55974;11925.0
TIANMU-1 05;55975;11924.0
TIANMU-1 06;55976;11925.0
COSMOS 2567;55978;11911.0
GLOBAL-19;55982;12028.0
GLOBAL-5;55983;12027.0
STARLINK-5905;55986;11846.0
STARLINK-5915;55987;11764.0
STARLINK-5916;55988;11799.0
STARLINK-5947;55989;11758.0
STARLINK-5946;55990;11763.0
STARLINK-5948;55991;11796.0
STARLINK-5969;55993;11798.0
STARLINK-5956;55994;11762.0
STARLINK-5957;55995;11762.0
STARLINK-5903;55996;11762.0
STARLINK-5902;55998;11796.0
STARLINK-5901;55999;11796.0
STARLINK-5910;56000;11762.0
STARLINK-5944;56001;11758.0
STARLINK-5799;56002;11802.0
STARLINK-5789;56003;11764.0
STARLINK-5787;56004;11764.0
STARLINK-5801;56005;11799.0
STARLINK-5794;56006;11802.0
STARLINK-5806;56007;11762.0
STARLINK-5803;56008;11757.0
STARLINK-5964;56009;11799.0
STARLINK-5968;56010;11799.0
STARLINK-5936;56011;11776.0
STARLINK-5940;56012;11776.0
STARLINK-5941;56013;11765.0
STARLINK-5942;56014;11810.0
STARLINK-5939;56015;11776.0
STARLINK-5943;56016;11810.0
STARLINK-5934;56017;11779.0
STARLINK-5945;56018;11811.0
STARLINK-5949;56019;11813.0
STARLINK-5912;56020;11776.0
STARLINK-5907;56021;11813.0
STARLINK-5783;56022;11777.0
STARLINK-5771;56023;11816.0
STARLINK-5772;56024;11778.0
STARLINK-5766;56025;11778.0
STARLINK-5770;56026;11777.0
STARLINK-5777;56027;11813.0
STARLINK-5779;56028;11810.0
STARLINK-5774;56029;11772.0
STARLINK-5781;56030;11778.0
STARLINK-5785;56031;11810.0
STARLINK-5786;56032;11817.0
STARLINK-5782;56034;11779.0
STARLINK-5792;56035;11817.0
STARLINK-5790;56036;11778.0
STARLINK-5758;56037;11793.0
STARLINK-5793;56038;11772.0
STARLINK-5795;56039;11825.0
STARLINK-5798;56040;11825.0
STARLINK-5800;56041;11794.0
ONEWEB-0537;56046;10629.0
ONEWEB-0538;56047;10725.0
ONEWEB-0546;56048;10629.0
ONEWEB-0547;56049;10534.0
ONEWEB-0548;56050;10721.0
ONEWEB-0549;56051;10533.0
ONEWEB-0550;56052;10533.0
ONEWEB-0551;56053;10376.0
ONEWEB-0552;56054;10533.0
ONEWEB-0553;56055;10630.0
ONEWEB-0554;56056;10628.0
ONEWEB-0555;56057;10629.0
ONEWEB-0557;56058;10628.0
ONEWEB-0558;56059;10629.0
ONEWEB-0559;56060;10537.0
ONEWEB-0566;56061;10535.0
ONEWEB-0568;56062;10630.0
ONEWEB-0574;56063;10539.0
ONEWEB-0575;56064;10629.0
ONEWEB-0576;56065;10629.0
ONEWEB-0577;56066;10724.0
ONEWEB-0578;56067;10535.0
ONEWEB-0579;56068;10536.0
ONEWEB-0581;56069;10628.0
ONEWEB-0609;56070;10467.0
ONEWEB-0613;56071;10376.0
ONEWEB-0630;56072;10378.0
ONEWEB-0632;56073;10378.0
ONEWEB-0633;56074;10376.0
ONEWEB-0634;56075;10470.0
ONEWEB-0635;56076;10380.0
ONEWEB-0636;56077;10377.0
ONEWEB-0637;56078;10379.0
ONEWEB-0647;56079;10378.0
ONEWEB-0651;56080;10498.0
ONEWEB-0718;56081;10376.0
STARLINK-6109;56094;11736.0
STARLINK-6090;56095;11736.0
STARLINK-6089;56096;11736.0
STARLINK-6077;56097;11739.0
STARLINK-6088;56098;11736.0
STARLINK-6093;56099;11682.0
STARLINK-6076;56100;11681.0
STARLINK-6095;56101;11731.0
STARLINK-6075;56102;11736.0
STARLINK-6096;56103;11681.0
STARLINK-6062;56104;11681.0
STARLINK-6066;56105;11737.0
STARLINK-6030;56107;11681.0
STARLINK-6081;56108;11668.0
STARLINK-6083;56109;11737.0
STARLINK-6082;56110;11736.0
STARLINK-6084;56111;11737.0
STARLINK-6080;56112;11678.0
STARLINK-6113;56113;11736.0
STARLINK-6101;56115;11736.0
STARLINK-6114;56116;11673.0
STARLINK-6107;56117;11695.0
STARLINK-6105;56118;11693.0
STARLINK-6091;56119;11695.0
STARLINK-6079;56120;11695.0
STARLINK-6092;56121;11750.0
STARLINK-6094;56122;11677.0
STARLINK-6115;56123;11751.0
STARLINK-6126;56124;11696.0
STARLINK-6119;56125;11696.0
STARLINK-6124;56126;11751.0
STARLINK-6104;56127;11696.0
STARLINK-6122;56128;11751.0
STARLINK-6121;56129;11810.0
STARLINK-6117;56130;11682.0
STARLINK-6120;56131;11751.0
STARLINK-6071;56132;11751.0
STARLINK-5566;56133;11696.0
STARLINK-5564;56134;11696.0
STARLINK-5489;56136;11687.0
STARLINK-5090;56137;11696.0
STARLINK-4774;56138;11750.0
STARLINK-5375;56140;11751.0
STARLINK-5377;56141;11697.0
STARLINK-5376;56142;11696.0
STARLINK-5016;56143;11751.0
STARLINK-5374;56144;11696.0
STARLINK-5111;56146;11696.0
STARLINK-5140;56147;11795.0
STARLINK-5089;56148;11734.0
PIESAT A;56153;11716.0
PIESAT B;56154;11717.0
PIESAT C;56155;11717.0
PIESAT D;56156;11772.0
OBJECT A;56157;10412.0
CHECKMATE 8;56162;10677.0
CHECKMATE 5;56163;10675.0
CHECKMATE 4;56164;10674.0
CHECKMATE 6;56165;10668.0
CHECKMATE 7;56166;10669.0
CHECKMATE 2;56167;10669.0
CHECKMATE 1;56168;10668.0
CHECKMATE 3;56169;10670.0
BB 2;56170;10633.0
BB 1;56171;10629.0
INTELSAT 40E (IS-40E);56174;782.0
IMECE;56178;11181.0
BROKKR-1 (ORBASTRO-AF 1);56179;11682.0
SATELIOT_0;56183;11714.0
BRO-9;56185;11670.0
GHGSAT-C8;56186;11661.0
IT'S ABOUT TIME;56189;11706.0
HAWK-7A;56191;11594.0
ION SCV-010;56192;11529.0
HAWK-7B;56193;11594.0
NORSAT-TD;56194;11736.0
GHOST-1;56195;11669.0
GHOST-2;56197;11696.0
HAWK-7C;56200;11586.0
NUSAT-39 (TIKVAH ALPER);56201;11684.0
NUSAT-38 (MARIA AGNESI);56202;11685.0
NUSAT-37 (JOAN CLARKE);56203;11688.0
GHGSAT-C6;56204;11663.0
FACSAT-2;56205;11715.0
GHGSAT-C7;56209;11663.0
CONNECTA T2.1;56210;11709.0
KEPLER-20;56217;11683.0
KEPLER-21;56218;11657.0
AAC-HSI-SAT1;56225;11489.0
OUTPOST MISSION 1;56226;10661.0
SKYKRAFT-3;56229;10674.0
FENGYUN 3G;56232;11783.0
STARLINK-30107;56287;11420.0
STARLINK-30106;56288;11421.0
STARLINK-30095;56289;11508.0
STARLINK-30103;56290;11471.0
STARLINK-30113;56291;11422.0
STARLINK-30098;56292;11471.0
STARLINK-30090;56293;11420.0
STARLINK-30049;56294;11421.0
STARLINK-30083;56295;11450.0
STARLINK-30089;56296;11464.0
STARLINK-30086;56297;11475.0
STARLINK-30109;56298;11477.0
STARLINK-30108;56299;11434.0
STARLINK-30104;56300;11422.0
STARLINK-30101;56301;11481.0
STARLINK-30111;56302;11482.0
STARLINK-30099;56304;11482.0
STARLINK-30094;56305;11482.0
STARLINK-30112;56306;11422.0
POEM-2;56308;11231.0
LUMELITE-4;56309;11309.0
TELEOS-2;56310;11273.0
STARLINK-6038;56317;11252.0
STARLINK-5954;56318;11265.0
STARLINK-6039;56319;11265.0
STARLINK-5988;56320;11266.0
STARLINK-5876;56321;11250.0
STARLINK-6033;56322;11252.0
STARLINK-6035;56323;11253.0
STARLINK-6034;56324;11253.0
STARLINK-5981;56325;11252.0
STARLINK-5980;56326;11255.0
STARLINK-5997;56327;11275.0
STARLINK-5992;56328;11300.0
STARLINK-5984;56329;11300.0
STARLINK-5991;56331;11300.0
STARLINK-5093;56332;11252.0
STARLINK-5553;56333;11295.0
STARLINK-5548;56334;11286.0
STARLINK-5559;56335;11256.0
STARLINK-5562;56336;11252.0
STARLINK-5561;56337;11300.0
STARLINK-5554;56338;11297.0
STARLINK-5552;56339;11256.0
STARLINK-5540;56340;11300.0
STARLINK-5543;56341;11256.0
STARLINK-5955;56342;11256.0
STARLINK-5976;56343;11300.0
STARLINK-5974;56344;11300.0
STARLINK-5979;56345;11252.0
STARLINK-5837;56346;11256.0
STARLINK-5829;56347;592.0
STARLINK-5888;56348;11301.0
STARLINK-5887;56349;11301.0
STARLINK-5886;56350;11300.0
STARLINK-5891;56351;11300.0
STARLINK-5885;56352;11252.0
STARLINK-5874;56353;11301.0
STARLINK-5877;56354;11252.0
STARLINK-5533;56355;11300.0
STARLINK-5535;56356;11301.0
STARLINK-5538;56357;11301.0
STARLINK-5482;56358;11301.0
STARLINK-5551;56359;11253.0
STARLINK-5549;56360;11300.0
STARLINK-5550;56361;11254.0
STARLINK-5972;56362;11301.0
O3B MPOWER F4;56367;3856.0
O3B MPOWER F3;56368;3469.0
VIASAT-3;56370;743.0
ARCTURUS;56371;744.0
GS-1;56372;352.0
STARLINK-6156;56374;11184.0
STARLINK-6158;56375;11143.0
STARLINK-6188;56376;11183.0
STARLINK-6189;56377;11143.0
STARLINK-6191;56378;11182.0
STARLINK-6157;56379;11183.0
STARLINK-6161;56380;11180.0
STARLINK-6159;56381;11143.0
STARLINK-6160;56382;11139.0
STARLINK-6166;56383;11136.0
STARLINK-6153;56384;11151.0
STARLINK-6173;56385;11144.0
STARLINK-5836;56386;11181.0
STARLINK-6178;56387;11183.0
STARLINK-6176;56388;11182.0
STARLINK-6145;56389;11183.0
STARLINK-6298;56391;11152.0
STARLINK-6301;56392;11197.0
STARLINK-6303;56393;11183.0
STARLINK-6305;56394;11197.0
STARLINK-6273;56395;11237.0
STARLINK-6302;56396;10679.0
STARLINK-6271;56397;11166.0
STARLINK-6288;56398;11166.0
STARLINK-6277;56399;11166.0
STARLINK-6267;56400;11166.0
STARLINK-6256;56401;11210.0
STARLINK-6284;56403;11166.0
STARLINK-6287;56404;11151.0
STARLINK-6285;56405;11153.0
STARLINK-6283;56406;11195.0
STARLINK-6282;56407;11196.0
STARLINK-6289;56408;11163.0
STARLINK-6241;56409;11166.0
STARLINK-6281;56410;11162.0
STARLINK-6279;56411;11195.0
STARLINK-6278;56412;11158.0
STARLINK-6258;56413;11163.0
STARLINK-5136;56414;11196.0
STARLINK-6268;56415;11166.0
STARLINK-6260;56416;11176.0
STARLINK-6261;56417;11197.0
STARLINK-5356;56418;11181.0
STARLINK-5350;56419;11158.0
STARLINK-6272;56420;11177.0
STARLINK-6270;56421;11172.0
STARLINK-6236;56422;11212.0
STARLINK-6239;56423;11196.0
STARLINK-6242;56424;11181.0
STARLINK-6224;56425;11211.0
STARLINK-5352;56426;11211.0
STARLINK-5724;56427;11180.0
STARLINK-6238;56428;11212.0
STARLINK-6264;56429;11211.0
TROPICS-05;56442;11199.0
TROPICS-06;56444;11225.0
STARLINK-5990;56448;11013.0
STARLINK-5993;56449;11054.0
STARLINK-5970;56450;11018.0
STARLINK-5985;56451;11018.0
STARLINK-5986;56452;11059.0
STARLINK-5935;56453;11018.0
STARLINK-5959;56454;11059.0
STARLINK-5987;56455;11050.0
STARLINK-5995;56456;591.0
STARLINK-5994;56457;11059.0
STARLINK-6050;56458;11059.0
STARLINK-6048;56459;587.0
STARLINK-6047;56460;11018.0
STARLINK-6037;56461;11050.0
STARLINK-6045;56462;11158.0
STARLINK-6051;56463;11059.0
STARLINK-6043;56464;11018.0
STARLINK-6054;56465;11158.0
STARLINK-6053;56466;11060.0
STARLINK-6055;56467;11108.0
STARLINK-5998;56468;11060.0
STARLINK-5518;56469;11108.0
STARLINK-5523;56470;11108.0
STARLINK-5521;56471;11108.0
STARLINK-5038;56472;11108.0
STARLINK-5524;56474;11066.0
STARLINK-5541;56475;11108.0
STARLINK-5545;56476;11108.0
STARLINK-5534;56477;11048.0
STARLINK-6041;56478;11109.0
STARLINK-6044;56479;11067.0
STARLINK-6214;56480;11093.0
STARLINK-6222;56481;11109.0
STARLINK-6220;56482;11108.0
STARLINK-5868;56483;11067.0
STARLINK-6221;56484;11050.0
STARLINK-6210;56485;11109.0
STARLINK-6201;56486;11109.0
STARLINK-6196;56487;11158.0
STARLINK-6204;56488;11115.0
STARLINK-5923;56489;11115.0
STARLINK-5873;56490;11115.0
STARLINK-5842;56491;11118.0
STARLINK-5846;56492;11154.0
STARLINK-5841;56493;11159.0
STARLINK-5530;56494;11111.0
STARLINK-5529;56495;11110.0
STARLINK-5526;56496;11115.0
STARLINK-5527;56497;11156.0
STARLINK-5522;56498;11158.0
STARLINK-5775;56503;11063.0
STARLINK-5716;56504;11135.0
STARLINK-5763;56505;11063.0
STARLINK-5340;56506;11149.0
STARLINK-5333;56507;11106.0
STARLINK-5335;56508;11136.0
STARLINK-5334;56509;11061.0
STARLINK-5339;56510;11131.0
STARLINK-5351;56511;11062.0
STARLINK-5349;56512;11063.0
STARLINK-5329;56513;11136.0
STARLINK-5348;56515;11060.0
STARLINK-5342;56516;11063.0
STARLINK-5345;56517;11136.0
STARLINK-5346;56518;11063.0
STARLINK-6313;56519;11060.0
STARLINK-6344;56520;11136.0
STARLINK-6333;56521;11064.0
STARLINK-6327;56522;11125.0
STARLINK-6328;56523;11063.0
STARLINK-6323;56524;11063.0
STARLINK-6329;56525;11064.0
STARLINK-6317;56526;11063.0
STARLINK-6335;56527;11063.0
STARLINK-6337;56528;11126.0
STARLINK-6307;56529;11140.0
STARLINK-6318;56530;11092.0
STARLINK-6280;56531;11077.0
STARLINK-6319;56532;11145.0
STARLINK-6310;56533;11077.0
STARLINK-6308;56534;11076.0
STARLINK-6309;56535;11048.0
STARLINK-6312;56536;11048.0
STARLINK-6311;56537;11116.0
STARLINK-6314;56538;11145.0
STARLINK-6135;56539;11048.0
STARLINK-6136;56540;11048.0
STARLINK-6249;56541;11047.0
STARLINK-6266;56542;11048.0
STARLINK-6226;56544;11048.0
STARLINK-6086;56545;11123.0
STARLINK-6187;56546;11045.0
STARLINK-6291;56547;11117.0
STARLINK-6244;56548;11117.0
STARLINK-6263;56549;11117.0
STARLINK-6255;56550;11049.0
STARLINK-6199;56551;11049.0
STARLINK-5802;56552;11117.0
STARLINK-6074;56553;11034.0
STARLINK-6295;56554;11049.0
STARLINK-6252;56555;11048.0
STARLINK-5302;56556;11049.0
STARLINK-6265;56557;11117.0
STARLINK-6286;56558;11048.0
BEIDOU-3 G4;56564;738.0
STARLINK-30122;56688;11039.0
STARLINK-30129;56689;11037.0
STARLINK-30124;56690;11041.0
STARLINK-30036;56692;10924.0
STARLINK-30067;56693;11037.0
STARLINK-30126;56694;11037.0
STARLINK-30121;56695;10957.0
STARLINK-30130;56697;10961.0
STARLINK-30068;56698;11026.0
STARLINK-30127;56699;11037.0
STARLINK-30053;56700;10961.0
STARLINK-30125;56701;11037.0
STARLINK-30117;56702;11033.0
STARLINK-30132;56703;11037.0
STARLINK-30066;56704;11032.0
STARLINK-30080;56705;10975.0
STARLINK-30079;56706;11037.0
STARLINK-30070;56707;10961.0
STARLINK-30071;56708;10961.0
STARLINK-30085;56709;11008.0
ONEWEB-0561;56710;9736.0
ONEWEB-0668;56711;9910.0
ONEWEB-0676;56712;9902.0
ONEWEB-0677;56713;9769.0
ONEWEB-0678;56714;9735.0
ONEWEB-0679;56715;9903.0
ONEWEB-0680;56716;9821.0
ONEWEB-0681;56717;9816.0
ONEWEB-0682;56718;9755.0
ONEWEB-0683;56719;9748.0
ONEWEB-0684;56720;9734.0
ONEWEB-0686;56721;9904.0
ONEWEB-0694;56722;9910.0
ONEWEB-0696;56723;9672.0
ONEWEB-0703;56724;9735.0
ONEWEB-0721;56725;10501.0
IRIDIUM 181;56726;10467.0
IRIDIUM 177;56727;10712.0
IRIDIUM 174;56728;10711.0
IRIDIUM 178;56729;10719.0
IRIDIUM 179;56730;10719.0
OBJECT A;56731;11130.0
OBJECT B;56732;10971.0
NEXTSAT-2;56743;10866.0
SNIPE 4;56744;10879.0
SNIPE 2;56745;10882.0
OBJECT D;56746;10898.0
OBJECT E;56747;10890.0
OBJECT F;56748;10873.0
OBJECT G;56749;10892.0
TROPICS-03;56753;10927.0
TROPICS-07;56754;10953.0
KONDOR-FKA NO. 1;56756;10893.0
ARABSAT-7B (BADR-8);56757;711.0
NVS-01 (IRNSS-1J);56759;710.0
STARLINK-6197;56767;10716.0
STARLINK-6198;56768;10812.0
STARLINK-5978;56769;592.0
STARLINK-6342;56770;10712.0
STARLINK-6275;56772;10713.0
STARLINK-6296;56773;10888.0
STARLINK-6190;56774;10713.0
STARLINK-6292;56775;10886.0
STARLINK-6274;56776;10839.0
STARLINK-5582;56777;10791.0
STARLINK-6304;56778;10837.0
STARLINK-6231;56779;10840.0
STARLINK-5963;56780;10792.0
STARLINK-5989;56781;10763.0
STARLINK-6352;56782;10839.0
STARLINK-6357;56783;10840.0
STARLINK-6354;56784;10839.0
STARLINK-5931;56785;10831.0
STARLINK-6341;56786;10811.0
STARLINK-6326;56787;10840.0
STARLINK-6336;56788;10840.0
STARLINK-6325;56789;10928.0
STARLINK-6345;56790;10861.0
STARLINK-5977;56791;10791.0
STARLINK-6046;56792;10762.0
STARLINK-6052;56793;10762.0
STARLINK-6060;56794;10812.0
STARLINK-6061;56795;10837.0
STARLINK-6049;56796;10791.0
STARLINK-6058;56797;10791.0
STARLINK-6068;56798;10879.0
STARLINK-5953;56799;10763.0
STARLINK-6036;56800;10762.0
STARLINK-6087;56801;10840.0
STARLINK-6070;56802;10812.0
STARLINK-6029;56803;10763.0
STARLINK-6069;56804;10879.0
STARLINK-6064;56805;10840.0
STARLINK-6072;56806;10890.0
STARLINK-6073;56807;10838.0
STARLINK-6042;56808;10936.0
STARLINK-6040;56809;10763.0
STARLINK-6031;56810;10762.0
STARLINK-6063;56811;10861.0
STARLINK-6065;56812;10838.0
STARLINK-6056;56813;10763.0
STARLINK-6059;56814;10792.0
STARLINK-6067;56816;10812.0
STARLINK-5982;56817;10763.0
STARLINK-6028;56818;10832.0
STARLINK-30119;56823;10734.0
STARLINK-30120;56824;10735.0
STARLINK-30084;56825;10761.0
STARLINK-30114;56826;10794.0
STARLINK-30151;56827;10732.0
STARLINK-30152;56828;10731.0
STARLINK-30128;56832;10763.0
STARLINK-30131;56833;10790.0
STARLINK-30069;56834;10761.0
STARLINK-30144;56835;10736.0
STARLINK-30142;56836;10735.0
STARLINK-30133;56837;10763.0
STARLINK-30123;56838;10745.0
STARLINK-30076;56839;10762.0
STARLINK-30073;56840;10794.0
STARLINK-30078;56841;10735.0
STARLINK-30135;56842;10734.0
STARLINK-30137;56843;10762.0
STARLINK-30136;56844;10761.0
OBJECT A;56846;10721.0
OBJECT B;56847;10776.0
OBJECT F;56851;10772.0
OBJECT L;56856;10776.0
OBJECT N;56858;10780.0
OBJECT W;56866;10720.0
LONGJIANG 3;56874;10793.0
STARLINK-6206;56876;10640.0
STARLINK-6209;56877;10635.0
STARLINK-6182;56878;10639.0
STARLINK-5707;56879;10639.0
STARLINK-6177;56880;10641.0
STARLINK-5853;56881;10639.0
STARLINK-6175;56882;10565.0
STARLINK-6171;56883;10639.0
STARLINK-5515;56884;10640.0
STARLINK-5095;56885;10565.0
STARLINK-5496;56886;10565.0
STARLINK-6180;56887;10639.0
STARLINK-6181;56888;10565.0
STARLINK-6169;56889;10565.0
STARLINK-5528;56890;10565.0
STARLINK-6213;56891;10642.0
STARLINK-6219;56892;10640.0
STARLINK-6216;56893;10654.0
STARLINK-6144;56894;10654.0
STARLINK-6208;56895;10645.0
STARLINK-6202;56896;10653.0
STARLINK-6200;56897;10648.0
STARLINK-6205;56898;10560.0
STARLINK-6203;56899;10653.0
STARLINK-6207;56900;10650.0
STARLINK-6185;56901;10651.0
STARLINK-6195;56902;10660.0
STARLINK-6192;56903;10651.0
STARLINK-6193;56904;10654.0
STARLINK-6183;56905;10576.0
STARLINK-6098;56906;10656.0
STARLINK-6110;56907;10665.0
STARLINK-6186;56908;10654.0
STARLINK-5999;56909;10667.0
STARLINK-6179;56910;10576.0
STARLINK-6116;56911;10579.0
STARLINK-5805;56912;10655.0
STARLINK-5950;56913;10655.0
STARLINK-5961;56914;10654.0
STARLINK-5965;56915;10653.0
STARLINK-5973;56916;10651.0
STARLINK-5971;56917;10654.0
STARLINK-5951;56918;10573.0
STARLINK-5966;56919;10655.0
STARLINK-5960;56920;10649.0
STARLINK-5958;56921;10573.0
STARLINK-5937;56922;10650.0
STARLINK-5952;56923;10653.0
STARLINK-5731;56924;10661.0
STARLINK-5733;56925;10650.0
STARLINK-5746;56926;10654.0
STARLINK-5808;56927;10753.0
OTTER PUP;56933;10667.0
GEISAT PRECURSOR;56934;10633.0
LAYAN-23;56939;10721.0
AFRL-XVI;56942;10697.0
NUSAT-40 (C SHOEMAKER);56943;10676.0
NUSAT-41 (C PAYNE-G);56944;10662.0
GREGOIRE;56946;10636.0
ICEYE-X30;56947;10657.0
ICEYE-X23;56949;10665.0
BLACKJACK ACES-3;56950;10633.0
BLACKJACK ACES-4;56952;10673.0
RUNNER-1 (TYVAK-1005);56953;10628.0
HOTSAT-1;56954;10624.0
BLACKJACK ACES-2;56955;10638.0
BLACKJACK ACES-1;56956;5606.0
ION SCV-011;56957;10477.0
GHOST-3;56958;10640.0
ORBITER SN3;56960;10630.0
ICEYE-X26;56961;10667.0
TOMORROW-R2;56962;10661.0
ICEYE-X25;56963;10627.0
AFR-1;56964;10622.0
DROID.001;56965;10667.0
NUSAT-42 (M WONENBURGER);56966;10667.0
NUSAT-43 (R DIENG-KUNTZ);56968;10686.0
LEMUR-2-EMBRIONOVIS;56970;10635.0
AAC-HSI-SAT2;56995;10563.0
AAC-AIS-SAT2;56996;9405.0
OBJECT A;57004;10557.0
OBJECT B;57005;10591.0
OBJECT C;57006;10593.0
OBJECT D;57007;10618.0
OBJECT E;57008;10594.0
OBJECT F;57009;10597.0
OBJECT G;57010;10598.0
OBJECT H;57011;10589.0
OBJECT J;57012;10565.0
OBJECT K;57013;10600.0
OBJECT L;57014;10559.0
OBJECT M;57015;10602.0
OBJECT N;57016;10618.0
OBJECT P;57017;10593.0
OBJECT Q;57018;10615.0
OBJECT R;57019;10595.0
OBJECT S;57020;10615.0
OBJECT T;57021;10614.0
OBJECT U;57022;10616.0
OBJECT V;57023;10561.0
OBJECT W;57024;10618.0
OBJECT X;57025;10615.0
OBJECT Y;57026;10572.0
OBJECT Z;57027;10611.0
OBJECT AA;57028;10619.0
OBJECT AB;57029;10616.0
OBJECT AC;57030;10607.0
OBJECT AD;57031;10565.0
OBJECT AE;57032;10614.0
OBJECT AF;57033;10601.0
OBJECT AG;57034;10618.0
OBJECT AH;57035;10617.0
OBJECT AJ;57036;10553.0
OBJECT AK;57037;10556.0
OBJECT AL;57038;10563.0
OBJECT AM;57039;10618.0
OBJECT AN;57040;10618.0
OBJECT AP;57041;10615.0
OBJECT AQ;57042;10619.0
OBJECT AR;57043;10618.0
OBJECT AS;57044;10567.0
NUSANTARA TIGA (SATRIA);57045;574.0
SHIYAN-25 (SY-25);57047;10812.0
STARLINK-5850;57049;10422.0
STARLINK-5845;57050;10510.0
STARLINK-5839;57051;10511.0
STARLINK-5860;57052;10506.0
STARLINK-5865;57053;10510.0
STARLINK-5881;57054;10423.0
STARLINK-6237;57055;10426.0
STARLINK-6353;57056;10510.0
STARLINK-6223;57057;10426.0
STARLINK-6217;57058;10510.0
STARLINK-6211;57059;10510.0
