Name;NORAD_number;Revolution_number
DMC3-FM2;40716;53053.0
DMC3-FM3;40717;53053.0
CARBONITE 1 (CBNT-1);40718;53007.0
DEORBITSAIL;40719;53128.0
NAVSTAR 74 (USA 262);40730;7195.0
METEOSAT-11 (MSG-4);40732;320.0
STAR ONE C4;40733;3600.0
WGS F7 (USA 263);40746;3585.0
BEIDOU-3S M2S;40748;6665.0
BEIDOU-3S M1S;40749;6665.0
INTELSAT 34 (IS-34);40874;3561.0
EUTELSAT 8 WEST B;40875;3567.0
YAOGAN-27;40878;46655.0
GSAT-6;40880;3557.0
INMARSAT 5-F3;40882;3554.0
MUOS-4;40887;3554.0
GSAT0205 (GALILEO 9);40889;6015.0
GSAT0206 (GALILEO 10);40890;6021.0
TJS-1;40892;3555.0
GAOFEN-9 01;40894;52093.0
EXPRESS-AM8;40895;3533.0
OBJECT G;40905;53434.0
LILACSAT-2;40908;53402.0
COSMOS 2507;40920;43713.0
COSMOS 2508;40921;43711.0
COSMOS 2509;40922;43715.0
ASTROSAT;40930;52042.0
LAPAN-A2;40931;50649.0
BEIDOU-3S IGSO-2S;40938;3534.0
SKY MUSTER 1 (NBN1A);40940;3524.0
ARSAT 2;40941;3530.0
MORELOS 3;40946;3526.0
LQSAT;40958;51626.0
LINGQIAO VIDEO A;40959;51636.0
LINGQIAO VIDEO B;40960;51640.0
JILIN-1;40961;51653.0
AEROCUBE 5C;40965;30605.0
AEROCUBE 7;40966;30623.0
FOX-1A (AO-85);40967;5395.0
SINOD-D 1;40968;5687.0
ARC-1;40969;5574.0
SNAP-3 ALICE;40970;5546.0
LMRST-SAT;40971;5399.0
SNAP-3 EDDIE;40972;5757.0
PROPCUBE 3;40973;5510.0
BISONSAT;40974;5515.0
SNAP-3 JIMI;40975;5421.0
PROPCUBE 1 (FLORA);40976;5675.0
SINOD-D 3;40977;5507.0
APSTAR-9;40982;3514.0
TURKSAT 4B;40984;3508.0
TIANHUI 1-03;40988;53201.0
NAVSTAR 75 (USA 265);41019;6979.0
ZHONGXING-2C;41021;3500.0
YAOGAN-28;41026;52973.0
GSAT-15;41028;3478.0
BADR-7 (ARABSAT-6B);41029;3475.0
COSMOS 2510;41032;6939.0
LAOSAT 1;41034;3484.0
TELSTAR 12V;41036;3461.0
YAOGAN-29;41038;51134.0
COSMOS 2512;41099;50417.0
ZHONGXING-1C;41103;3457.0
ELEKTRO-L 2;41105;3450.0
COSMOS 2513;41121;3459.0
VELOX-CI;41166;52083.0
KENT RIDGE 1;41167;52017.0
TELEOS-1;41169;52198.0
DAMPE;41173;52338.0
GSAT0209 (GALILEO 12);41174;5794.0
GSAT0208 (GALILEO 11);41175;5835.0
ORBCOMM FM114;41179;49924.0
ORBCOMM FM119;41180;50057.0
ORBCOMM FM105;41181;49564.0
ORBCOMM FM110;41182;49919.0
ORBCOMM FM118;41183;49929.0
ORBCOMM FM112;41184;50048.0
ORBCOMM FM113;41185;50050.0
ORBCOMM FM115;41186;50265.0
ORBCOMM FM108;41187;50175.0
ORBCOMM FM117;41188;50167.0
ORBCOMM FM116;41189;50059.0
EXPRESS-AMU1;41191;3449.0
GAOFEN-4;41194;3448.0
BELINTERSAT-1;41238;3422.0
JASON-3;41240;43573.0
IRNSS-1E;41241;3404.0
INTELSAT 29E (IS-29E);41308;3424.0
EUTELSAT 9B;41310;3410.0
BEIDOU-3S M3S;41315;6313.0
NAVSTAR 76 (USA 266);41328;6780.0
COSMOS 2514 [GLONASS-M];41330;7209.0
SENTINEL-3A;41335;48102.0
ASTRO-H (HITOMI);41337;50673.0
CHUBUSAT-2;41338;50756.0
CHUBUSAT-3;41339;50752.0
HORYU-4;41340;50852.0
SES-9;41380;3342.0
EUTELSAT 65 WEST A;41382;3352.0
IRNSS-1F;41384;3364.0
COSMOS 2515;41394;50016.0
BEIDOU-2 IGSO-6;41434;3346.0
SENTINEL-1B;41456;48390.0
MICROSCOPE;41457;48037.0
IRNSS-1G;41469;3316.0
JCSAT-2B;41471;3307.0
YAOGAN-30 01;41473;48464.0
GSAT0211 (GALILEO 14);41549;5580.0
GSAT0210 (GALILEO 13);41550;5583.0
THAICOM 8;41552;3277.0
COSMOS 2516 [GLONASS-M];41554;6966.0
ZIYUAN 3-2 (ZY 3-2);41556;49717.0
COSMOS 2517 (GEO-IK 2);41579;45222.0
INTELSAT 31 (IS-31);41581;3266.0
BEIDOU-2 G7;41586;287.0
ABS-2A (MONGOLSAT-1);41588;3267.0
EUTELSAT 117 WEST B;41589;3268.0
BRISAT;41591;3259.0
ECHOSTAR 18;41592;3259.0
CARTOSAT-2C;41599;49298.0
SKYSAT-C1;41601;49660.0
LAPAN-A3;41603;49359.0
BIROS;41604;49513.0
M3MSAT;41605;49495.0
MUOS-5;41622;3305.0
SJ 16-02;41634;48147.0
TIANTONG-1 1;41725;3225.0
GAOFEN-3;41727;46098.0
JCSAT-16;41729;3205.0
QSS (MOZI);41731;48762.0
USA 270;41744;335.0
USA 271;41745;335.0
INTELSAT 36 (IS-36);41747;3193.0
INTELSAT 33E (IS-33E);41748;3223.0
INSAT-3DR;41752;3178.0
PERUSAT 1;41770;46078.0
SKYSAT-C4;41771;48382.0
SKYSAT-C5;41772;48233.0
SKYSAT-C2;41773;48356.0
SKYSAT-C3;41774;48431.0
PRATHAM;41783;46084.0
PISAT;41784;46101.0
ALSAT 1B;41785;46172.0
ALSAT 2B;41786;46198.0
PATHFINDER 1;41787;46103.0
ALSAT 1N;41789;46129.0
SCATSAT 1;41790;4242.0
GSAT-18;41793;3150.0
SKY MUSTER 2 (NBN1B);41794;3155.0
HIMAWARI-9;41836;3129.0
SHIJIAN-17 (SJ-17);41838;3119.0
XPNAV-1;41841;47452.0
CAS-2T & KS-1Q;41847;44706.0
RAVAN;41849;46614.0
CELTEE 1;41850;46521.0
OPTICUBE 04;41851;46476.0
AEROCUBE 8D;41852;46517.0
AEROCUBE 8C;41853;46520.0
PROMETHEUS 2-1;41854;46607.0
PROMETHEUS 2-3;41855;46616.0
YUNHAI-1 01;41857;44455.0
GSAT0207 (GALILEO 15);41859;5256.0
GSAT0212 (GALILEO 16);41860;5278.0
GSAT0213 (GALILEO 17);41861;5268.0
GSAT0214 (GALILEO 18);41862;5282.0
GOES 16;41866;3108.0
TIANLIAN 1-04;41869;3128.0
GOKTURK 1A;41875;45035.0
RESOURCESAT-2A;41877;43747.0
WGS F8 (USA 272);41879;3080.0
FENGYUN 4A;41882;3091.0
CYGFM05;41884;46671.0
CYGFM04;41885;46684.0
CYGFM02;41886;46703.0
CYGFM01;41887;46664.0
CYGFM08;41888;46685.0
CYGFM07;41890;46701.0
CYGFM03;41891;46700.0
ECHOSTAR 19;41893;3072.0
ARASE (ERG);41896;7795.0
TANSAT;41898;44627.0
YIJIAN;41899;44621.0
SPARK 1;41900;44592.0
SPARK 2;41901;44576.0
JCSAT-110A (JCSAT-15);41903;3077.0
STAR ONE D1;41904;3076.0
TJS-2;41911;3070.0
JILIN-1 03;41914;46046.0
KAIDUN 1;41915;46170.0
IRIDIUM 106;41917;43583.0
IRIDIUM 103;41918;43585.0
IRIDIUM 109;41919;43581.0
IRIDIUM 102;41920;43590.0
IRIDIUM 105;41921;43774.0
IRIDIUM 104;41922;43589.0
IRIDIUM 114;41923;43587.0
IRIDIUM 108;41924;43771.0
IRIDIUM 112;41925;43589.0
IRIDIUM 111;41926;43587.0
SBIRS GEO-4 (USA 273);41937;3058.0
HISPASAT 36W-1;41942;3020.0
TELKOM 3S;41944;3020.0
INTELSAT 32E (IS-32E);41945;3021.0
CARTOSAT-2D;41948;45680.0
SENTINEL-2B;42063;42745.0
ECHOSTAR 23;42070;2991.0
WGS F9 (USA 275);42075;2988.0
SES-10;42432;2973.0
CHINASAT 16 (SJ-13);42662;2972.0
KOREASAT 7;42691;2935.0
SGDC;42692;2943.0
GSAT-9;42695;2928.0
INMARSAT 5-F4;42698;2926.0
SES-15;42709;342.0
COSMOS 2518;42719;5811.0
QZS-2 (MICHIBIKI-2);42738;2904.0
VIASAT-2;42740;2916.0
EUTELSAT 172B;42741;2970.0
GSAT-19;42747;2912.0
ECHOSTAR 21;42749;2911.0
HXMT (HUIYAN);42758;43697.0
ZHUHAI-1 02 (CAS-4B);42759;43832.0
NUSAT-3 (MILANESAT);42760;43874.0
ZHUHAI-1 01 (CAS-4A);42761;43834.0
ZHONGXING-9A;42763;2966.0
CARTOSAT-2E;42767;43741.0
CE-SAT-I;42769;43991.0
D-SAT;42794;43039.0
BULGARIASAT-1;42801;2881.0
IRIDIUM 113;42803;41383.0
IRIDIUM 123;42804;41256.0
IRIDIUM 120;42805;41374.0
IRIDIUM 115;42806;41655.0
IRIDIUM 118;42807;41255.0
IRIDIUM 117;42808;41255.0
IRIDIUM 126;42809;41253.0
IRIDIUM 124;42810;41741.0
IRIDIUM 128;42811;41260.0
IRIDIUM 121;42812;41244.0
HELLAS-SAT 3;42814;2884.0
GSAT-17;42815;2886.0
INTELSAT 35E (IS-35E);42818;2879.0
KANOPUS-V-IK;42825;43448.0
NORSAT 1;42826;42681.0
OBJECT C;42827;42706.0
NORSAT 2;42828;42698.0
TECHNOSAT;42829;42659.0
FLYING LAPTOP;42831;42650.0
OBJECT H;42832;42667.0
OBJECT J;42833;42673.0
OBJECT K;42834;42672.0
WNISAT 1R;42835;42651.0
OBJECT M;42836;42675.0
LEMUR-2-GREENBERG;42837;42736.0
LEMUR-2-ANDIS;42838;42735.0
LEMUR-2-MONSON;42839;42724.0
LEMUR-2-FURIAUS;42840;42729.0
LEMUR-2-PETERG;42841;42741.0
LEMUR-2-DEMBITZ;42842;42745.0
OBJECT U;42843;42662.0
NANOACE;42844;42733.0
LEMUR-2-ZACHARY;42845;42773.0
CORVUS BC2;42846;42692.0
CORVUS BC1;42847;42691.0
OBJECT Z;42848;42694.0
CICERO 3;42849;42698.0
VENUS;42901;42052.0
COSMOS 2520;42907;2837.0
TDRS 13;42915;2836.0
QZS-3 (MICHIBIKI-3);42917;2824.0
FORMOSAT-5;42920;40862.0
ORS-5 SENSORSAT;42921;42126.0
AMAZONAS 5;42934;2803.0
COSMOS 2522 [GLONASS-M];42939;5943.0
ASIASAT 9;42942;2784.0
YAOGAN-30 02A;42945;41573.0
YAOGAN-30 02B;42946;41568.0
YAOGAN-30 02C;42947;41574.0
INTELSAT 37E (IS-37E);42950;2803.0
BSAT-4A;42951;2778.0
VRSS-2;42954;40926.0
IRIDIUM 133;42955;39740.0
IRIDIUM 100;42956;39746.0
IRIDIUM 122;42957;39745.0
IRIDIUM 129;42958;39746.0
IRIDIUM 119;42959;39748.0
IRIDIUM 107;42960;39744.0
IRIDIUM 132;42961;39748.0
IRIDIUM 136;42962;39746.0
IRIDIUM 139;42963;39751.0
IRIDIUM 125;42964;39748.0
QZS-4 (MICHIBIKI-4);42965;2779.0
SES-11 (ECHOSTAR 105);42967;2771.0
SENTINEL-5P;42969;39276.0
KOREASAT 5A;42984;2762.0
COSMOS 2523;42986;40921.0
SKYSAT-C11;42987;42135.0
SKYSAT-C10;42988;42106.0
SKYSAT-C9;42989;42129.0
SKYSAT-C8;42990;42097.0
SKYSAT-C7;42991;42104.0
SKYSAT-C6;42992;42105.0
BEIDOU-3 M1;43001;5115.0
BEIDOU-3 M2;43002;5112.0
MOHAMMED VI-A;43005;40493.0
FENGYUN 3D;43010;38823.0
HEAD-1;43011;39024.0
NOAA 20 (JPSS-1);43013;38771.0
MIRATA;43015;40657.0
MAKERSAT 0;43016;40557.0
RADFXSAT (FOX-1B);43017;40500.0
EAGLESAT 1;43018;40627.0
JILIN-1 04;43022;41285.0
JILIN-1 05;43023;41281.0
JILIN-1 06;43024;41266.0
YAOGAN-30 03A;43028;40728.0
YAOGAN-30 03B;43029;40727.0
YAOGAN-30 03C;43030;40725.0
COSMOS 2524;43032;37976.0
LKW-1;43034;41379.0
ALCOMSAT 1;43039;2726.0
GSAT0215 (GALILEO 19);43055;4612.0
GSAT0216 (GALILEO 20);43056;4616.0
GSAT0217 (GALILEO 21);43057;4615.0
GSAT0218 (GALILEO 22);43058;4618.0
GCOM-C (SHIKISAI);43065;38484.0
IRIDIUM 135;43070;38672.0
IRIDIUM 138;43071;38670.0
IRIDIUM 116;43072;38684.0
IRIDIUM 130;43073;38674.0
IRIDIUM 151;43074;38676.0
IRIDIUM 134;43075;38673.0
IRIDIUM 137;43076;38682.0
IRIDIUM 141;43077;38684.0
IRIDIUM 153;43078;38790.0
IRIDIUM 131;43079;38675.0
LKW-2;43080;41076.0
YAOGAN-30 04A;43081;40264.0
YAOGAN-30 04B;43082;40263.0
YAOGAN-30 04C;43083;40264.0
ANGOSAT 1;43087;2676.0
SUPERVIEW-1 03;43099;40712.0
BEIDOU-3 M7;43107;4988.0
BEIDOU-3 M8;43108;4989.0
CARTOSAT-2F;43111;38709.0
LEO 1 (LEO VANTAGE 1);43113;37882.0
CARBONITE 2;43115;40941.0
LKW-3;43146;40754.0
ASNARO-2;43152;40655.0
JILIN-1 07;43159;40379.0
JILIN-1 08;43160;40378.0
SBIRS GEO-3 (USA 282);43162;2682.0
WEINA 1A;43169;39799.0
YAOGAN-30 05A;43170;39807.0
YAOGAN-30 05B;43171;39808.0
YAOGAN-30 05C;43172;39808.0
AL YAH 3;43174;2683.0
SES-14;43175;2702.0
KANOPUS-V 3;43180;40384.0
KANOPUS-V 4;43181;40385.0
LEMUR-2-JIN-LUEN;43182;39887.0
LEMUR-2-URAMCHANSOL;43183;39945.0
LEMUR-2-KADI;43184;39891.0
LEMUR-2-THENICKMOLO;43185;39921.0
S-NET D;43186;39816.0
S-NET B;43187;39823.0
S-NET A;43188;39816.0
S-NET C;43189;39678.0
ZHANGHENG 1 (CSES);43194;40384.0
BEIDOU-3 M4;43207;4927.0
BEIDOU-3 M3;43208;4927.0
PAZ;43215;40028.0
GOES 17;43226;2641.0
HISPASAT 30W-6;43228;2639.0
PODSAT;43229;15979.0
O3B FM15;43231;13099.0
O3B FM16;43232;13078.0
O3B FM14;43233;13092.0
O3B FM13;43234;13095.0
LKW-4;43236;39814.0
GSAT-6A;43241;3108.0
BEIDOU-3 M9;43245;4844.0
BEIDOU-3 M10;43246;4843.0
IRIDIUM 144;43249;37276.0
IRIDIUM 149;43250;37282.0
IRIDIUM 157;43251;37276.0
IRIDIUM 140;43252;37282.0
IRIDIUM 145;43253;37278.0
IRIDIUM 146;43254;37276.0
IRIDIUM 148;43255;37279.0
IRIDIUM 142;43256;37276.0
IRIDIUM 150;43257;37278.0
IRIDIUM 143;43258;37275.0
GAOFEN-1 02;43259;38367.0
GAOFEN-1 03;43260;38366.0
GAOFEN-1 04;43262;38366.0
SUPERBIRD-B3;43271;2603.0
HYLAS 4;43272;2605.0
YAOGAN-31 01A;43275;34839.0
YAOGAN-31 01B;43276;34840.0
YAOGAN-31 01C;43277;34842.0
WEINA 1B;43279;34839.0
IRNSS-1I;43286;2604.0
USA 283;43339;2126.0
COSMOS 2526;43432;2595.0
TESS;43435;156.0
SENTINEL-3B;43437;36704.0
ZHUHAI-1 OVS-02;43440;39187.0
ZHUHAI-1 OHS-02;43441;39189.0
USA 285;43445;2282.0
USA 286;43446;2280.0
APSTAR-6C;43450;2579.0
GAOFEN-5 01;43461;37327.0
BANGABANDHUSAT-1;43463;2569.0
GRACE-FO 1;43476;38838.0
GRACE-FO 2;43477;38839.0
IRIDIUM 161;43478;36739.0
IRIDIUM 152;43479;36514.0
IRIDIUM 147;43480;36513.0
IRIDIUM 110;43481;36509.0
IRIDIUM 162;43482;36738.0
GAOFEN-6;43484;37436.0
LUOJIA-1 01;43485;37478.0
SES-12;43488;2540.0
FENGYUN 2H;43491;2550.0
COSMOS 2527 [GLONASS-M];43508;5373.0
XJS A;43518;38555.0
PAKTES 1A;43529;37204.0
PRSS 1;43530;36921.0
BEIDOU-2 IGSO-7;43539;2511.0
TELSTAR 19V;43562;2513.0
GSAT0221 (GALILEO 25);43564;4232.0
GSAT0222 (GALILEO 26);43565;4238.0
GSAT0219 (GALILEO 23);43566;4232.0
GSAT0220 (GALILEO 24);43567;4229.0
IRIDIUM 160;43569;35598.0
IRIDIUM 166;43570;35601.0
IRIDIUM 158;43571;35598.0
IRIDIUM 165;43572;35599.0
IRIDIUM 155;43573;35597.0
IRIDIUM 154;43574;35601.0
IRIDIUM 163;43575;35599.0
IRIDIUM 156;43576;35598.0
IRIDIUM 164;43577;35602.0
IRIDIUM 159;43578;35598.0
BEIDOU-3 M5;43581;4617.0
BEIDOU-3 M6;43582;4617.0
GAOFEN-11 01;43585;37843.0
TELKOM 4 (MERAH PUTIH);43587;2486.0
BEIDOU-3 M12;43602;4565.0
BEIDOU-3 M11;43603;4567.0
HAIYANG-1C;43609;34975.0
TELSTAR 18V;43611;2461.0
ICESAT-2;43613;37133.0
SSTL S1-4;43618;36312.0
NOVASAR 1;43619;36312.0
BEIDOU-3 M13;43622;4518.0
BEIDOU-3 M14;43623;4518.0
AZERSPACE 2 (IS-38);43632;2443.0
HORIZONS-3E;43633;2432.0
CENTISPACE-1 S1;43636;35220.0
SAOCOM 1A;43641;35685.0
YAOGAN-32 A;43642;35136.0
YAOGAN-32 B;43643;35135.0
BEIDOU-3 M16;43647;4471.0
BEIDOU-3 M15;43648;4470.0
AEHF-4 (USA 288);43651;2428.0
HAIYANG-2B;43655;32978.0
COSMOS 2528;43657;33405.0
CFOSAT;43662;36191.0
GOSAT 2;43672;35418.0
KHALIFASAT;43676;35580.0
TEN-KOH;43677;35609.0
DIWATA-2B;43678;35628.0
STARS-AO;43679;35684.0
AUTCUBE 2;43681;35653.0
BEIDOU-3 G1;43683;2404.0
COSMOS 2529 [GLONASS-M];43687;5074.0
METOP-C;43689;33800.0
GSAT-29;43698;2378.0
ES'HAIL 2;43700;2366.0
BEIDOU-3 M17;43706;4408.0
BEIDOU-3 M18;43707;4407.0
TIANZHI 1;43710;36190.0
SHIYAN-6 01 (SY-6 01);43711;36041.0
TIANPING 1B;43714;36190.0
MOHAMMED VI-B;43717;33255.0
HYSIS;43719;34842.0
COSMOS 2530;43751;29269.0
COSMOS 2531;43752;29269.0
COSMOS 2532;43753;29269.0
MINXSS-2;43758;35279.0
SIRION PATHFINDER-2;43759;35216.0
OBJECT D;43761;35187.0
STPSAT-5;43762;35231.0
POLAR SCOUT KODIAK;43764;35304.0
HAWK-A;43765;35228.0
SPAWAR-CAL-O;43766;35246.0
CORVUS BC4;43767;35198.0
AISTECHSAT 2;43768;35173.0
FLOCK 3S-1;43769;35311.0
FOX-1CLIFF (AO-95);43770;35232.0
OBJECT P;43771;35250.0
OBJECT Q;43772;35280.0
RANGE-A;43773;35202.0
HIBER-2;43774;35297.0
OBJECT T;43775;35197.0
SPAWAR-CAL-R;43776;35184.0
SPAWAR-CAL-OR;43778;35191.0
OBJECT X;43779;35191.0
MOVE-II;43780;35346.0
VESTA-1;43781;35284.0
SNUSAT-2;43782;35228.0
KAZSTSAT;43783;35136.0
SNUGLITE;43784;35241.0
ITASAT;43786;35231.0
KAZSCISAT-1;43787;35343.0
FLOCK 3S-3;43788;35286.0
IRVINE02;43789;35279.0
EAGLET-I;43790;35189.0
ESEO;43792;35166.0
CSIM-FD;43793;35328.0
HAWK-B;43794;35223.0
THEA;43796;35156.0
SKYSAT-C12;43797;36016.0
ASTROCAST 0.1;43798;35291.0
HAWK-C;43799;35298.0
ICEYE-X2;43800;35227.0
SKYSAT-C13;43802;36028.0
JY1SAT (JO-97);43803;35260.0
SUOMI-100;43804;35247.0
AL-FARABI 2;43805;35290.0
OBJECT BA;43806;35190.0
EUCROPIS;43807;35175.0
POLAR SCOUT YUKON;43808;35231.0
CENTAURI-1;43809;35199.0
OBJECT BE;43810;35167.0
NEXTSAT-1;43811;35156.0
GLOBAL-2;43812;35162.0
BRIO;43813;35319.0
FALCONSAT-6;43815;35275.0
SPACEBEE-7;43816;35259.0
EXCITE;43819;35156.0
SEAHAWK-1;43820;35175.0
FLOCK 3S-2;43821;35298.0
GEO-KOMPSAT-2A;43823;2365.0
GSAT-11;43824;2362.0
SAUDISAT 5A;43831;35470.0
SAUDISAT 5B;43833;35480.0
SHIELDS 1;43850;35718.0
GSAT-7A;43864;2342.0
COSMOS 2533;43867;2341.0
HONGYUN 1;43871;31508.0
NAVSTAR 77 (USA 289);43873;4700.0
TJS-3;43874;2340.0
KANOPUS-V 5;43876;35187.0
KANOPUS-V 6;43877;35209.0
ISAT;43879;34944.0
UWE-4;43880;34938.0
D-STAR ONE (SPARROW);43881;34953.0
GRUS-1A;43890;34780.0
OBJECT R;43891;35504.0
YUNHAI-2 01A;43909;33393.0
YUNHAI-2 01B;43910;33304.0
YUNHAI-2 01C;43911;33471.0
YUNHAI-2 01D;43912;33038.0
YUNHAI-2 01E;43913;33192.0
HONGYAN 1 (CHONGQING);43914;31269.0
YUNHAI-2 01F;43915;33129.0
TJS-3 AKM;43917;2310.0
ZHONGXING-2D;43920;5006.0
IRIDIUM 180;43922;33160.0
IRIDIUM 176;43923;34034.0
IRIDIUM 168;43924;33158.0
IRIDIUM 173;43925;33162.0
IRIDIUM 169;43926;33271.0
IRIDIUM 172;43927;33157.0
IRIDIUM 175;43928;34034.0
IRIDIUM 171;43929;33162.0
IRIDIUM 170;43930;34035.0
IRIDIUM 167;43931;33162.0
JILIN-1 09;43943;34846.0
JILIN-1 10;43946;34845.0
HELLAS-SAT 4 & SGS-1;44034;2334.0
GSAT-31;44035;2295.0
EGYPTSAT-A (MISRSAT-A);44047;33438.0
NUSANTARA SATU;44048;2275.0
ONEWEB-0012;44057;29896.0
ONEWEB-0010;44058;29894.0
ONEWEB-0008;44059;29905.0
ONEWEB-0007;44060;29870.0
ONEWEB-0006;44061;29875.0
ONEWEB-0011;44062;29878.0
S5;44065;2246.0
ZHONGXING-6C;44067;2271.0
WGS 10 (USA 291);44071;2261.0
PRISMA;44072;33274.0
TIANLIAN 2-01;44076;2259.0
EMISAT;44078;32233.0
O3B FM20;44112;11145.0
O3B FM19;44113;11140.0
O3B FM17;44114;11149.0
O3B FM18;44115;11160.0
ARABSAT-6A;44186;2214.0
BEIDOU-3 IGSO-1;44204;319.0
TIANHUI 2-01A;44207;4140.0
TIANHUI 2-01B;44209;33416.0
BEIDOU-2 G8;44231;2206.0
RISAT-2B;44233;32782.0
COSMOS 2534 [GLONASS-M];44299;4639.0
YAMAL 601;44307;2189.0
BUFENG 1A;44310;32621.0
BUFENG 1B;44311;32677.0
JILIN-1 GAOFEN 3A;44312;32676.0
XIAOXIANG 4;44313;32745.0
TIANQI-3;44314;32682.0
WT 1A;44315;32726.0
WT 1B;44316;32617.0
RCM-1;44322;32241.0
RCM-3;44323;32243.0
RCM-2;44324;32240.0
AT&T T-16;44333;2161.0
EUTELSAT 7C;44334;281.0
BEIDOU-3 IGSO-2;44337;2168.0
PROX-1;44339;31387.0
NPSAT1;44340;31344.0
OTB;44341;31294.0
FORMOSAT 7-3;44343;32287.0
DSX;44344;9758.0
FORMOSAT 7-1;44349;32455.0
FORMOSAT 7-4;44350;32388.0
FORMOSAT 7-2;44351;32344.0
FORMOSAT 7-6;44353;32161.0
FORMOSAT 7-5;44358;32211.0
METEOR-M2 2;44387;30436.0
ICEYE-X5;44389;32135.0
ICEYE-X4;44390;32087.0
ROBUSTA-1C (MTCUBE);44395;32525.0
SONATE;44400;32513.0
MOMENTUS-X1;44408;32445.0
COSMOS 2535;44421;31692.0
COSMOS 2538;44424;31923.0
YAOGAN-30 06A;44449;31640.0
YAOGAN-30 06B;44450;31648.0
YAOGAN-30 06C;44451;31644.0
MERIDIAN 8;44453;4229.0
COSMOS 2539;44457;2121.0
EDRS-C;44475;2119.0
INTELSAT 39 (IS-39);44476;2111.0
AMOS-17;44479;2116.0
AEHF-5 (USA 292);44481;2124.0
QIANSHENG 1-01;44486;31753.0
ZHONGXING-18;44493;5557.0
BRO-1;44495;31747.0
GLOBAL-4;44499;31822.0
NAVSTAR 78 (USA 293);44506;4202.0
COSMOS 2540;44517;28846.0
KX-09;44520;31023.0
ZY-1 02D;44528;29695.0
BNU-1 (JINGSHI 1);44529;29910.0
TAURUS-1 (JINNIUZUO 1);44530;29993.0
ZHUHAI-1 03A;44534;31498.0
ZHUHAI-1 03B;44536;31470.0
ZHUHAI-1 03C;44537;31488.0
ZHUHAI-1 03D;44538;31459.0
ZHUHAI-1 03E;44539;31447.0
BEIDOU-3 M24;44542;3833.0
BEIDOU-3 M23;44543;3833.0
YUNHAI-1 02;44547;29459.0
COSMOS 2541;44552;4118.0
GAOFEN-10R;44622;30310.0
EUTELSAT 5 WEST B;44624;2042.0
MEV-1;44625;2038.0
ICON;44628;30564.0
PALISADE;44634;26662.0
TJS-4;44637;2051.0
GAOFEN-7;44703;30682.0
BEIDOU-3 IGSO-3;44709;2042.0
STARLINK-1008;44714;30362.0
STARLINK-1010;44716;569.0
STARLINK-1011;44717;30314.0
STARLINK-1012;44718;30353.0
STARLINK-1013;44719;30366.0
STARLINK-1014;44720;611.0
STARLINK-1015;44721;30365.0
STARLINK-1017;44723;30337.0
STARLINK-1019;44724;30341.0
STARLINK-1020;44725;30334.0
STARLINK-1021;44726;593.0
STARLINK-1029;44734;584.0
STARLINK-1030;44735;30334.0
STARLINK-1031;44736;30335.0
STARLINK-1036;44741;30305.0
STARLINK-1039;44744;30278.0
STARLINK-1042;44747;30359.0
STARLINK-1043;44748;30283.0
STARLINK-1046;44751;30283.0
STARLINK-1047;44752;30334.0
STARLINK-1048;44753;30362.0
STARLINK-1053;44758;30323.0
STARLINK-1054;44759;30307.0
STARLINK-1056;44761;589.0
STARLINK-1057;44762;589.0
STARLINK-1060;44765;30334.0
STARLINK-1063;44768;30307.0
STARLINK-1067;44771;30278.0
STARLINK-1068;44772;30305.0
JILIN-1 GAOFEN 2A;44777;30360.0
NINGXIA-1 1;44779;28172.0
NINGXIA-1 2;44780;28172.0
NINGXIA-1 3;44781;28172.0
NINGXIA-1 4;44782;28172.0
NINGXIA-1 5;44783;28173.0
KL-ALPHA A;44785;27148.0
KL-ALPHA B;44786;27093.0
BEIDOU-3 M22;44793;3717.0
BEIDOU-3 M21;44794;3716.0
TIBA-1;44800;2004.0
INMARSAT GX5;44801;277.0
CARTOSAT-3;44804;30269.0
GAOFEN-12 01;44819;29490.0
JILIN-1 GAOFEN 2B;44836;29982.0
COSMOS 2544 [GLONASS-M];44850;4217.0
DUCHIFAT-3;44854;29870.0
RISAT-2BR1;44857;29706.0
IHOPSAT-TD;44859;29743.0
BEIDOU-3 M19;44864;3677.0
BEIDOU-3 M20;44865;3675.0
JCSAT-18 (KACIFIC 1);44868;2008.0
CSG-1;44873;29222.0
CHEOPS;44874;28745.0
ANGELS;44876;29981.0
TIANQIN 1 (CAS-6);44879;29232.0
ETRSS-1;44880;29232.0
TIANYAN 01;44881;29201.0
TIANYAN 02;44882;29258.0
CBERS 4A;44883;29185.0
WEILAI 1R;44884;29253.0
FLORIPASAT-1;44885;29265.0
SHUNTIAN ;44886;29247.0
OBJECT J;44887;29237.0
ELEKTRO-L 3;44903;1967.0
GONETS-M 14;44905;24395.0
GONETS-M 15;44906;24398.0
GONETS-M 16;44907;24391.0
RS-44 & BREEZE-KM R/B;44909;25113.0
SHIJIAN-20 (SJ-20);44910;1968.0
STARLINK-1098;44917;594.0
STARLINK-1104;44922;29453.0
STARLINK-1112;44925;29451.0
STARLINK-1114;44927;29447.0
STARLINK-1123;44930;29447.0
STARLINK-1130 (DARKSAT);44932;29661.0
STARLINK-1144;44933;29605.0
STARLINK-1071;44934;579.0
STARLINK-1079;44937;596.0
STARLINK-1091;44940;29472.0
STARLINK-1094;44941;29473.0
STARLINK-1096;44942;29703.0
STARLINK-1109;44945;615.0
STARLINK-1122;44949;29474.0
